,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,duration,track_id,artists,album_name,track_name,explicit,time_signature,track_genre
713,0.44,0.739,-4.719,0.0327,0.294,0.0028,0.05,0.927,101.033,18,351,4HVmE0XxxufxDQYbOTm4f1,Manu Dibango;Cuarteto Patria,Cubafrica,Carnaval,False,4,afrobeat
714,0.783,0.67,-5.902,0.0306,0.0167,0.000826,0.0842,0.965,105.997,33,293,27KUSXaBq6gpAGq2edLemr,Tucka,Groove City,Touch Your Spot,False,4,blues
715,0.507,0.805,-7.171,0.0296,0.00519,2.54e-06,0.918,0.266,130.023,22,284,4hhaQS0zou84GTzzQUgrbQ,Mylène Farmer,N°5 On Tour (Live),Paradis inanimé - N°5 On Tour Live,False,4,synth-pop
716,0.574,0.296,-17.355,0.0965,0.917,0.689,0.271,0.337,80.938,33,169,4ovCrCSU40yOKrvEeEoIL1,Oscar Hollis,Eden Summer,Eden Summer,False,4,study
717,0.473,0.318,-13.483,0.0367,0.981,0.18,0.176,0.361,108.448,40,211,7clRrvxALwmHb6JcDZ4UIs,Tim Maia,Tim Maia,Lamento,False,4,mpb
718,0.473,0.318,-13.483,0.0367,0.981,0.18,0.176,0.361,108.448,40,211,7clRrvxALwmHb6JcDZ4UIs,Tim Maia,Tim Maia,Lamento,False,4,samba
719,0.468,0.655,-6.384,0.0296,0.0149,0.0,0.104,0.222,144.045,64,206,0H4BGX7L8UfoD0g4wgXd0D,Leeland,Way Maker,Way Maker - Single Version,False,4,alt-rock
720,0.468,0.655,-6.384,0.0296,0.0149,0.0,0.104,0.222,144.045,64,206,0H4BGX7L8UfoD0g4wgXd0D,Leeland,Way Maker,Way Maker - Single Version,False,4,alternative
721,0.468,0.655,-6.384,0.0296,0.0149,0.0,0.104,0.222,144.045,64,206,0H4BGX7L8UfoD0g4wgXd0D,Leeland,Way Maker,Way Maker - Single Version,False,4,world-music
722,0.555,0.718,-6.244,0.113,0.0571,0.0,0.294,0.206,87.814,44,269,69MpAbCg0X0HVUoGcprfq7,G-Eazy;Halsey,The Beautiful & Damned,Him & I,False,4,indie-pop
723,0.555,0.718,-6.244,0.113,0.0571,0.0,0.294,0.206,87.814,44,269,69MpAbCg0X0HVUoGcprfq7,G-Eazy;Halsey,The Beautiful & Damned,Him & I,False,4,indie
724,0.454,0.909,-6.307,0.422,0.126,0.0,0.0669,0.737,183.84,21,203,4QNYup8agiVGw8CRge3xfG,DJ Shadow;Nas,Systematic (feat. Nas) (feat. Nas),Systematic (feat. Nas) (feat. Nas),True,4,trip-hop
725,0.978,0.419,-10.565,0.129,0.395,0.0,0.0714,0.813,119.995,8,152,1XGyurS0isZcUnRcilNGYh,Blake Rules;Netherfriends,Kids Trap 15,Peanut Butter,False,4,kids
726,0.495,0.883,-6.158,0.0395,0.0308,0.00149,0.716,0.435,140.413,24,307,2gnym3haNBKGuS2WWOi1bc,Eurythmics;Annie Lennox;Dave Stewart,Be Yourself Tonight,Better to Have Lost in Love (Than Never to Have Loved) - Remastered Version,False,4,synth-pop
727,0.441,0.298,-14.499,0.0276,0.208,0.095,0.0983,0.169,77.235,0,307,2VSSRKrbZ8X1Is29UFST80,Travis Tritt,Chillin' It - Mellow Day Country,Worth Every Mile,False,4,country
728,0.292,0.324,-11.996,0.0346,0.797,0.000473,0.12,0.384,176.631,73,201,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,The Stranger (Legacy Edition),She's Always a Woman,False,3,folk
729,0.292,0.324,-11.996,0.0346,0.797,0.000473,0.12,0.384,176.631,73,201,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,The Stranger (Legacy Edition),She's Always a Woman,False,3,piano
730,0.292,0.324,-11.996,0.0346,0.797,0.000473,0.12,0.384,176.631,73,201,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,The Stranger (Legacy Edition),She's Always a Woman,False,3,singer-songwriter
731,0.292,0.324,-11.996,0.0346,0.797,0.000473,0.12,0.384,176.631,73,201,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,The Stranger (Legacy Edition),She's Always a Woman,False,3,songwriter
732,0.404,0.687,-8.181,0.048,0.811,0.0,0.199,0.801,159.212,45,297,1dbE3R1z3sLkB41IpnAGuc,FM O Dia;Gustavo Lins;Belo;Dilsinho,Respeita Minha História 2,Nascente / Mel na Minha Boca / Quando a Gente Ama,False,4,pagode
733,0.85,0.591,-4.73,0.0386,0.371,3.99e-06,0.117,0.564,94.018,1,176,1KP5iLWQNT88sU13HWSfGa,imase,J-Pop 輕旅行,Have a nice day,False,4,j-pop
734,0.673,0.794,-3.991,0.23,0.0922,0.0401,0.048,0.333,129.995,24,231,2WNvu3KAN6dlmLCg0tJE7c,DJ Maurice,Go Low (Yaya Kolo),Go Low (Yaya Kolo) - Snollebollekes Remix,False,4,hardstyle
735,0.331,0.75,-5.202,0.0436,6.86e-05,1.21e-06,0.0945,0.26,185.97,61,188,2le5xHvcWF8PDp608d4L8D,Shinedown,Threat to Survival,How Did You Love,False,4,grunge
736,0.586,0.56,-9.962,0.028,0.575,0.000209,0.082,0.426,128.224,41,245,3L3R5s3kaz3heUdPQijWtA,Tunai,Em Cartaz...,Frisson,False,4,mpb
737,0.204,0.281,-13.888,0.0369,0.942,0.551,0.0703,0.193,87.316,42,237,3eYnhHVteuPWRpmdXEagnm,Brian Crain,Piano and Violin Duet,Andantino,False,1,new-age
738,0.477,0.483,-9.413,0.0364,0.0027,0.783,0.156,0.123,170.026,76,248,3kxkjirben9RVm9NqYa6rm,Phantogram;Future Islands,Black Out Days (Future Islands Remix),Black Out Days - Future Islands Remix,False,4,indie
739,0.369,0.319,-12.088,0.0288,0.752,0.000837,0.154,0.476,160.359,47,237,7ccurrFI92e3hBtU02WgTL,Violent Femmes,Violent Femmes,Good Feeling,False,4,acoustic
740,0.738,0.864,-4.774,0.223,0.0609,0.000156,0.265,0.632,105.978,41,158,2AGiLgDmRI00VnFczdoc1b,Stylo G;The FaNaTiX;Nicki Minaj;Vybz Kartel;Banx & Ranx,Touch Down (Banx & Ranx Remix),Touch Down - Banx & Ranx Remix,True,4,dancehall
741,0.333,0.704,-5.528,0.0378,0.00374,0.0,0.0848,0.203,166.157,52,233,0dbPZrmb7Sdn5b6Tn2QXMr,My Darkest Days,My Darkest Days,Can't Forget You,False,4,grunge
742,0.722,0.835,-9.082,0.0402,0.107,8.23e-05,0.0928,0.558,110.962,66,259,5SXwKl2nWY1No4wZ0FJDHN,A.R. Rahman;Vagu Mazan;Thoughtsfornow,Cobra (Original Motion Picture Soundtrack),Adheeraa,False,4,pop-film
743,0.722,0.835,-9.082,0.0402,0.107,8.23e-05,0.0928,0.558,110.962,66,259,5SXwKl2nWY1No4wZ0FJDHN,A.R. Rahman;Vagu Mazan;Thoughtsfornow,Cobra (Original Motion Picture Soundtrack),Adheeraa,False,4,pop
744,0.495,0.28,-13.486,0.0881,0.893,0.0,0.209,0.284,85.059,27,453,43myJvsPC9hA4Zu8k4cAPI,Norbert Leo Butz,The Last Five Years (Original Cast Recording),The Schmuel Song,False,4,show-tunes
745,0.514,0.763,-8.789,0.0339,0.00121,0.0635,0.104,0.482,94.011,14,344,0JHCHm1HO082DEnvPQVUKj,Fluke,Puppy,Baby Pain,False,4,breakbeat
746,0.145,0.00148,-33.379,0.0489,0.945,0.809,0.0916,0.037,137.571,60,192,5Zlpz6ITS8QTfmFY9RUT4F,Old Norse,Hall in Bonn,Runic Inscriptions on Parapets,False,3,sleep
747,0.556,0.739,-6.776,0.0345,0.651,0.0,0.0835,0.757,175.935,37,214,1CHzHWuBQjMsjpOThQkb0u,Arlindo Cruz;Arlindinho,2 Arlindos,A Sós,False,4,samba
748,0.393,0.168,-18.882,0.0359,0.988,0.913,0.093,0.0398,60.071,17,490,5UqiksDCnfm34lZqZSg4Xv,Crows in the Rain,Kyori,Kyori,False,4,iranian
749,0.734,0.764,-3.504,0.0856,0.595,0.00195,0.799,0.664,130.086,57,159,7KwVdmSqFf2rkZcD2pTrYH,DJ Arana,EU SOU O MAGO: Á ORIGEM,TU QUER DA ENTAO DA - PASSINHO DO ROMANO DO MAGO,True,4,funk
750,0.382,0.0335,-25.959,0.0558,0.993,0.956,0.116,0.161,64.606,21,127,29ecUxPkZBvFBP3NnlZjs5,Poppie Swag,"Lead The Way (From Disney's ""Raya & The Last Dragon"")","Lead The Way (From Disney's ""Raya & The Last Dragon"")",False,3,disney
751,0.756,0.896,-6.838,0.125,0.271,3.28e-06,0.037,0.921,147.87,43,285,7pYf8qnRqAK6YxOm97vttf,Manikka Vinayagam;Vithu Prabakar,Manikkavinayagam - Playback Singer,"Aruva Meesai (From ""Dhol"")",False,4,indian
752,0.521,0.67,-10.742,0.0327,0.258,0.659,0.0744,0.872,148.417,23,258,1OsOKKocRWMSWzC6fgdQFT,The 6ths,Wasps' Nests,Movies In My Head,False,4,club
753,0.568,0.416,-5.531,0.0398,0.000302,2.68e-06,0.0371,0.282,113.959,21,328,2xvPMM0Y1f5bEQDKKDfgGG,Killing Joke,Absolute Dissent,This World Hell,False,4,industrial
754,0.652,0.966,-5.143,0.0502,0.112,0.00015,0.178,0.834,138.939,24,161,1iYHXUByILtbbYbdCVUYyO,Bijay Anand Sahu;Archana Padhi,Sun Re Sharmili,Sun Re Sharmili,False,4,samba
755,0.444,0.986,-4.056,0.0607,8.5e-05,0.834,0.348,0.269,114.783,23,67,4KALDadsUtUkitPoIYEyza,Man Is The Bastard,"Sum of the Men ""The Brutality Continues...""",Skull Crusher,False,4,grindcore
756,0.719,0.989,-7.293,0.0781,9.28e-06,0.883,0.192,0.831,89.122,19,274,6kZ0yS6q6gZjKjuZNAouyd,Mr. Scruff,Trouser Jazz,Ug,False,4,trip-hop
757,0.8,0.526,-5.153,0.0716,0.334,0.00174,0.0571,0.746,129.874,75,150,03eJ2DclFWXYU8GWgANdmZ,XXXTENTACION;PnB Rock;Trippie Redd,Bad Vibes Forever,bad vibes forever,True,4,emo
758,0.478,0.996,-18.338,0.061,0.932,0.808,0.951,0.0141,120.376,0,120,5D0y2WIocWzlXLtuNW8awZ,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,Angelic Hail Atmosphere,Easing Peal,False,4,sleep
759,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,75,227,46lFttIf5hnUZMGvjK0Wxo,Galantis,Pharmacy,Runaway (U & I),False,4,edm
760,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,75,227,46lFttIf5hnUZMGvjK0Wxo,Galantis,Pharmacy,Runaway (U & I),False,4,electro
761,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,75,227,46lFttIf5hnUZMGvjK0Wxo,Galantis,Pharmacy,Runaway (U & I),False,4,house
762,0.469,0.954,-3.773,0.0945,8.76e-05,0.000236,0.176,0.453,136.104,44,222,16KGKcnBVmYSZbmLEqQZ4w,PXNDX,Bonanza,Huésped en casa propia,False,4,emo
763,0.469,0.954,-3.773,0.0945,8.76e-05,0.000236,0.176,0.453,136.104,44,222,16KGKcnBVmYSZbmLEqQZ4w,PXNDX,Bonanza,Huésped en casa propia,False,4,punk-rock
764,0.469,0.954,-3.773,0.0945,8.76e-05,0.000236,0.176,0.453,136.104,44,222,16KGKcnBVmYSZbmLEqQZ4w,PXNDX,Bonanza,Huésped en casa propia,False,4,punk
765,0.751,0.414,-11.214,0.0406,0.145,0.000123,0.0841,0.401,94.991,45,345,4Hfab9JSboztQUlw1oSmGB,Sujatha,Taj Mahal (Original Motion Picture Soundtrack),Sotta Sotta m,False,4,malay
766,0.61,0.807,-4.997,0.0305,0.0769,2.64e-06,0.376,0.689,112.031,62,215,6lsumzVFKP9SnfKcuGwqVp,Morcheeba,Fragments of Freedom,Rome Wasn't Built in a Day,False,4,trip-hop
767,0.626,0.647,-9.651,0.0364,0.0455,1.38e-06,0.111,0.747,91.977,44,167,0RsLc3KwTvUTr3W6jiciZK,Roberto Carlos,Em Ritmo de Aventura (Remasterizado),Eu Sou Terrível - Versão remasterizada,False,4,mpb
768,0.847,0.603,-6.763,0.039,0.112,0.0283,0.249,0.894,126.026,35,245,01kWL1mMqJ7yGxv9dHg4xB,KLUB;Vicentico;Daniel Melingo;Los Auténticos Decadentes,Los Auténticos Reggaementes,Confundido,False,4,ska
769,0.522,0.253,-13.093,0.0346,0.897,0.00105,0.131,0.523,159.843,41,232,0d1PUwvlNvCKfypNaaKJoz,Salim–Sulaiman;Salim Merchant;Jaideep Sahni,Rocket Singh - Salesman Of The Year,Pankhon Ko,False,4,folk
770,0.723,0.653,-4.653,0.315,0.0426,0.0,0.098,0.792,137.1,47,152,5uXpxJJhRe5WxL6oLN9AfX,Xamã;Bagua Records;Neo Beats,Zodíaco,Áries,True,4,funk
771,0.437,0.535,-11.528,0.152,0.159,0.0,0.343,0.439,92.819,40,196,3alzMs9dw6XR4gIjbM9GmC,Şanışer,LUDOVICO II,Dünyadan Alacaklarım Var,False,4,turkish
772,0.148,0.122,-13.993,0.0455,0.979,0.136,0.229,0.0393,68.738,23,291,65630JSKawmLrXSK6DGRmm,Alfredo Catalani;Maria Callas;Tullio Serafin;Philharmonia Orchestra,Classical Chillout,"Catalani: La Wally, Act 1: ""Ebben? ... Ne andrò lontana"" (Wally)",False,3,opera
773,0.53,0.502,-7.641,0.0304,0.733,0.0,0.131,0.251,142.08,34,356,3iTUAlf4nLwuZhlRMGs0IQ,Shizuka Kudo,"TV Anime ""Fairy Tail"" OP & ED Theme Songs Vol. 3",Kimi ga Kureta Mono,False,4,j-idol
774,0.657,0.27,-7.8,0.108,0.749,0.863,0.116,0.146,86.51,23,137,3wOEMhBIMJx574SphQTa8J,"Sarah, the Illstrumentalist",Purple Clouds,Special Friend,False,4,study
775,0.686,0.655,-6.113,0.0368,0.132,0.0,0.266,0.584,159.965,29,196,2a5V3UK1HwlBv5V3jdAyW3,Ratty Adhiththan;Sahi Siva,Padaiyon,Agaligai,False,4,malay
776,0.802,0.798,-11.517,0.0774,0.00876,0.0182,0.108,0.643,122.392,11,214,6mJhVsBysvARb46HZanr2w,Drexciya,Journey of the Deep Sea Dweller IV,Living On the Edge,False,4,detroit-techno
777,0.473,0.845,-5.13,0.0455,0.0105,2.87e-05,0.13,0.223,121.963,56,319,5SIvk89WNJKsl02ojARSYh,Aimer,DAWN,LAST STARDUST,False,3,anime
778,0.473,0.845,-5.13,0.0455,0.0105,2.87e-05,0.13,0.223,121.963,56,319,5SIvk89WNJKsl02ojARSYh,Aimer,DAWN,LAST STARDUST,False,3,j-pop
779,0.473,0.845,-5.13,0.0455,0.0105,2.87e-05,0.13,0.223,121.963,56,319,5SIvk89WNJKsl02ojARSYh,Aimer,DAWN,LAST STARDUST,False,3,j-rock
780,0.602,0.642,-5.404,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,76,152,7xNCacksfUkYXsXuSW4vNF,salem ilese;TOMORROW X TOGETHER;Alan Walker,PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),False,4,indie-pop
781,0.602,0.642,-5.404,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,76,152,7xNCacksfUkYXsXuSW4vNF,salem ilese;TOMORROW X TOGETHER;Alan Walker,PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),False,4,indie
782,0.602,0.642,-5.404,0.211,0.0131,5.33e-06,0.0668,0.54,175.978,76,152,7xNCacksfUkYXsXuSW4vNF,salem ilese;TOMORROW X TOGETHER;Alan Walker,PS5 (with TOMORROW X TOGETHER & Alan Walker),PS5 (with TOMORROW X TOGETHER & Alan Walker),False,4,pop
783,0.388,0.991,-5.554,0.202,1.43e-06,0.905,0.353,0.0884,125.048,12,164,05y7LWLyXpmehOwsV65UNn,Antigama,Whiteout,Dust Farm,False,4,grindcore
784,0.325,0.729,-3.501,0.0457,0.435,0.0,0.405,0.231,163.398,54,180,56eUThEKkPO5MVKUTpv6cG,Matheus & Kauan,Face A Face (Live),Amor Sem Medida (Te Voy A Amar) - Live,False,4,sertanejo
785,0.787,0.224,-14.059,0.0645,0.0233,0.731,0.162,0.33,95.912,44,297,4Xr9UKLq3YGnExa50oLfAw,Kruder & Dorfmeister,King Size,King Size,False,4,trip-hop
786,0.695,0.494,-11.419,0.058,0.31,0.0,0.0888,0.816,127.382,0,146,6JlGpQNMYS1iVjcGArDAfn,The Beach Boys,Home For Christmas 2022,"Merry Christmas, Baby - 1991 Remix",False,4,psych-rock
787,0.695,0.494,-11.419,0.058,0.31,0.0,0.0888,0.816,127.382,0,146,6nIXU4XGOmCv7WEItFV2cp,The Beach Boys,Christmas Eve At Home,"Merry Christmas, Baby - 1991 Remix",False,4,psych-rock
788,0.695,0.494,-11.419,0.058,0.31,0.0,0.0888,0.816,127.382,0,146,50vHd5RWEP0FTHdWEXDDTK,The Beach Boys,Home At Christmas,"Merry Christmas, Baby - 1991 Remix",False,4,psych-rock
789,0.695,0.494,-11.419,0.058,0.31,0.0,0.0888,0.816,127.382,0,146,6JlGpQNMYS1iVjcGArDAfn,The Beach Boys,Home For Christmas 2022,"Merry Christmas, Baby - 1991 Remix",False,4,rock
790,0.695,0.494,-11.419,0.058,0.31,0.0,0.0888,0.816,127.382,0,146,50vHd5RWEP0FTHdWEXDDTK,The Beach Boys,Home At Christmas,"Merry Christmas, Baby - 1991 Remix",False,4,rock
791,0.695,0.494,-11.419,0.058,0.31,0.0,0.0888,0.816,127.382,0,146,6nIXU4XGOmCv7WEItFV2cp,The Beach Boys,Christmas Eve At Home,"Merry Christmas, Baby - 1991 Remix",False,4,rock
792,0.805,0.556,-11.594,0.107,0.000744,0.579,0.114,0.512,123.157,14,368,3FWL0RQSwSSodpYPt7lKEG,Robert Owens,90's House & Garage compiled by Joey Negro,Gotta Work (Final Take),False,4,chicago-house
793,0.337,0.227,-19.676,0.0432,0.983,0.88,0.351,0.87,81.438,28,210,6CPkYHBAibi126IvgDOBAv,Pithukuli Murugadas,Dheivam,Nadariyum Noorumalai,False,4,classical
794,0.316,0.48,-14.772,0.0559,0.828,0.817,0.0685,0.269,89.008,6,390,5CiL62jzro1y8xsX3EnVdc,Dariush Dolat-Shahi,"Electronic Music, Tar and Sehtar",Shabistan,False,4,iranian
795,0.394,0.994,-4.655,0.114,0.0099,0.0,0.315,0.0916,118.384,25,118,1esc6EuXlZmtPcSaEolqiU,Every Time I Die,Gutter Phenomenon,Gloom And How It Gets That Way,False,4,metalcore
796,0.727,0.626,-8.415,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,75,191,5f1joOtoMeyppIcJGZQvqJ,Kane Brown;Swae Lee;Khalid,Be Like That (feat. Swae Lee & Khalid),Be Like That - feat. Swae Lee & Khalid,False,4,country
797,0.484,0.936,-9.4,0.0504,2.23e-05,0.823,0.291,0.152,106.047,22,388,2Kebw90X8vgGRk2mvl9pBF,Front Line Assembly,Millennium,Vigilante,False,4,industrial
798,0.577,0.893,-3.268,0.146,0.0213,0.0,0.079,0.808,185.858,52,206,6Y0dk2LmTiHN27v85wEHcv,Gusttavo Lima,"Falando de Amor, Vol. 2",Será,False,4,sertanejo
799,0.666,0.921,-5.462,0.138,0.226,0.0,0.15,0.723,120.03,0,216,05tQHifEgbVLavnO3GcuxN,Chino & Nacho,Halloween 2022 Pop Vol. 2,Niña Bonita - Remastered 2020,False,4,electro
800,0.666,0.921,-5.462,0.138,0.226,0.0,0.15,0.723,120.03,0,216,05tQHifEgbVLavnO3GcuxN,Chino & Nacho,Halloween 2022 Pop Vol. 2,Niña Bonita - Remastered 2020,False,4,latin
801,0.666,0.921,-5.462,0.138,0.226,0.0,0.15,0.723,120.03,0,216,05tQHifEgbVLavnO3GcuxN,Chino & Nacho,Halloween 2022 Pop Vol. 2,Niña Bonita - Remastered 2020,False,4,latino
802,0.716,0.683,-8.845,0.0387,0.0964,0.22,0.244,0.623,83.028,23,128,6ivtHGvOxKJkoPsQ6r3mkD,wavcrush,fin alley,roasted,False,4,study
803,0.558,0.454,-5.335,0.0551,0.499,0.0,0.146,0.424,113.12,78,159,2aTKrdenCq5qBOoJPFdn4P,Jamie Miller,Here's Your Perfect,Here's Your Perfect,False,4,soul
804,0.592,0.49,-8.508,0.0263,0.395,0.0,0.333,0.437,99.994,51,283,2CsHDQ1WFLQBBpIEuLcL3z,Zack Tabudlo,Episode,Calm Me Down,False,4,acoustic
805,0.816,0.825,-4.426,0.047,0.0157,0.0,0.658,0.97,121.988,37,227,1kjOgPtsd6QPpa9LECfLK3,Kidz Bop Kids,KIDZ BOP Halloween,Somebody’s Watching Me,False,4,children
806,0.716,0.465,-12.776,0.0377,0.166,0.0171,0.147,0.416,120.988,56,159,4YYODVaWvNDvqsYiQtJJrM,Chris Malinchak,So Good To Me (Remixes),So Good to Me - Radio Edit,False,4,deep-house
807,0.716,0.465,-12.776,0.0377,0.166,0.0171,0.147,0.416,120.988,56,159,4YYODVaWvNDvqsYiQtJJrM,Chris Malinchak,So Good To Me (Remixes),So Good to Me - Radio Edit,False,4,disco
808,0.707,0.329,-8.141,0.0277,0.414,0.0,0.0672,0.709,62.497,0,189,3P2w3jFuW53PJLw3VP1ruL,The Laurie Berkner Band,World's Best Christmas Playlist,Candy Cane Jane,False,4,children
809,0.707,0.329,-8.141,0.0277,0.414,0.0,0.0672,0.709,62.497,0,189,5nNeXsk12Sz8m32TJP8wkd,The Laurie Berkner Band,pov: you bake cookies,Candy Cane Jane,False,4,children
810,0.474,0.982,-4.899,0.111,2.96e-05,0.00479,0.101,0.489,131.561,24,177,2WAauBcy5xb2spT2TKrTXN,Malon,Espíritu Combativo,Gatillo Fácil,False,4,heavy-metal
811,0.332,0.232,-13.194,0.0325,0.977,0.00881,0.342,0.349,99.079,0,222,5ieQ7ACXKNy6UM3DUBjihs,Vladimir Nechaev,"Russian Legends - Vladimir Nechaev, Vol. 2",Shestoj vagon vtoroe mesto,False,4,romance
812,0.81,0.751,-5.591,0.24,0.414,0.000202,0.5,0.76,155.03,37,225,0vDT7KhQ3w6EfvVYiuiUtq,Lugatti & 9ine,Soweit so gut,Guten Flug,True,4,german
813,0.81,0.597,-6.835,0.478,0.0844,3.56e-05,0.235,0.785,144.918,14,61,52894gpzyShQOmkn3NOKR7,Mvntana,21 (What's 9+10),21 (What's 9+10),False,4,club
814,0.722,0.339,-11.72,0.0392,0.741,3.93e-06,0.0805,0.626,90.032,41,271,63mVzr5ebVyIhivOz2g6ZF,Kailash Kher,Dasvidaniya The Best Goodbye Ever,Mumma,False,4,folk
815,0.505,0.627,-7.851,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,0,231,0hQUygAdBv0KxxWWuWhMF2,Ian Munsick,Country Road Songs,Long Haul,False,4,country
816,0.505,0.627,-7.851,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,0,231,0X7Rp8TOCxPGjqq5c9MD1r,Ian Munsick,Country Car Hits,Long Haul,False,4,country
817,0.505,0.627,-7.851,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,0,231,0i4lBK59bwoXaOPqvwnHQ7,Ian Munsick,Easy Country,Long Haul,False,4,country
818,0.505,0.627,-7.851,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,0,231,42RjAtGAGje1E5wYkAjeuE,Ian Munsick,Cozy Country,Long Haul,False,4,country
819,0.505,0.627,-7.851,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,0,231,6WFhyQ6n43T6bWQgjtW3aX,Ian Munsick,Laidback Country,Long Haul,False,4,country
820,0.505,0.627,-7.851,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,0,231,01YadfwyNIWIgMZiujcA0c,Ian Munsick,Single Saturday Night - Country Songs,Long Haul,False,4,country
821,0.503,0.525,-7.79,0.134,0.647,0.0,0.104,0.681,115.6,43,161,6qbn6nBFuCGKaMfS0JV3kw,Clara Mae;gnash,Drunk On Emotions,Overused (feat. gnash),False,4,swedish
822,0.551,0.285,-9.798,0.0863,0.884,4.15e-06,0.352,0.444,63.169,22,179,0w2KdhfqjParV6sqUARics,Héctor Varela;Argentino Ledesma,Serie De Oro,Moneda De Cobre,False,4,tango
823,0.602,0.936,-5.674,0.0819,0.00403,0.000128,0.288,0.345,140.043,17,308,397soFmo957c06uceEAZFE,Bassnectar;SPL,Timestretch,Bass Head - SPL Remix,False,4,breakbeat
824,0.532,0.969,-3.967,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,0,258,5nlwgUs9iUPoRr8kPEHONO,blink-182,Halloween Party Canzoni per Bambini 2022,Ghost On The Dance Floor,True,4,punk-rock
825,0.532,0.969,-3.967,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,0,258,2r79Mo4a2XG5kU4kgiXsns,blink-182,Halloween Scary Party,Ghost On The Dance Floor,True,4,punk-rock
826,0.532,0.969,-3.967,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,0,258,2r79Mo4a2XG5kU4kgiXsns,blink-182,Halloween Scary Party,Ghost On The Dance Floor,True,4,punk
827,0.532,0.969,-3.967,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,0,258,5nlwgUs9iUPoRr8kPEHONO,blink-182,Halloween Party Canzoni per Bambini 2022,Ghost On The Dance Floor,True,4,punk
828,0.532,0.969,-3.967,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,0,258,5nlwgUs9iUPoRr8kPEHONO,blink-182,Halloween Party Canzoni per Bambini 2022,Ghost On The Dance Floor,True,4,rock
829,0.532,0.969,-3.967,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,0,258,2r79Mo4a2XG5kU4kgiXsns,blink-182,Halloween Scary Party,Ghost On The Dance Floor,True,4,rock
830,0.938,0.424,-10.299,0.059,0.146,0.00209,0.262,0.652,110.783,45,368,2VAMRYzi5TM5GChU6pTtIE,Mark Farina,Air Farina,Dream Machine - Downtempo Mix,False,4,chicago-house
831,0.613,0.624,-9.576,0.0366,4.1e-05,0.302,0.128,0.211,88.407,21,224,5Gbj4y6pTh1jld8KosW8Ji,Haujobb,Homes & Gardens 2.0,Eye over You,False,4,industrial
832,0.634,0.475,-5.741,0.0289,0.32,0.0,0.0677,0.168,127.839,51,266,3ZNVR4Nl4NLVioCv4zyFhq,Leehom Wang;Jane Zhang,王力宏全新創作大碟 心.跳,另一個天堂,False,4,mandopop
833,0.598,0.953,-4.487,0.193,0.00148,2.3e-06,0.23,0.312,142.97,31,255,6TZ9bryRYVFYrvmEtzAvDu,Mudvayne,"By The People, For The People",Dull Boy,False,4,groove
834,0.598,0.953,-4.487,0.193,0.00148,2.3e-06,0.23,0.312,142.97,31,255,6TZ9bryRYVFYrvmEtzAvDu,Mudvayne,"By The People, For The People",Dull Boy,False,4,industrial
835,0.135,0.0231,-30.098,0.039,0.961,0.892,0.103,0.0398,68.876,62,172,6Qsxgw4T1okHKm2oPkLOxC,Huma,Vilán,Vilán,False,4,sleep
836,0.705,0.874,-2.514,0.0723,0.17,0.0,0.0669,0.788,128.02,0,185,4wDLjJxeBBK3S1rblfa0Ud,Juan Magán;Belinda;Lapiz Conciente,Carrete con besties,Si No Te Quisiera,False,4,electro
837,0.705,0.874,-2.514,0.0723,0.17,0.0,0.0669,0.788,128.02,0,185,7InaXrvag0nYTncPA1Iitl,Juan Magán;Belinda;Lapiz Conciente,Halloween 2022 Pop Vol. 4,Si No Te Quisiera,False,4,electro
838,0.705,0.874,-2.514,0.0723,0.17,0.0,0.0669,0.788,128.02,0,185,4wIdLHtHAI98UjZqsPOSnE,Juan Magán;Belinda;Lapiz Conciente,Para entrar en calor,Si No Te Quisiera,False,4,electro
