,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
103799,3v3JmQWfgJnBjrNu9Amy0a,The Staple Singers,Christmas Soul Classics,Who Took The Merry Out Of Christmas,0,149333,False,0.609,0.485,-11.166,0.091,0.112,2.08e-05,0.0967,0.736,101.611,4,soul
84044,402FSzREJH9uDSrXgL2P6f,The Beach Boys,Christmas Classics,God Only Knows - Mono / 1997 Remastered,0,173040,False,0.524,0.487,-7.525,0.0299,0.253,0.0,0.0579,0.482,117.108,4,psych-rock
84088,1Q8zAPoH5EHukDXyrnZDc7,The Beach Boys,Weihnachten Playlist,God Only Knows - Mono / 1997 Remastered,0,173040,False,0.524,0.487,-7.525,0.0299,0.253,0.0,0.0579,0.482,117.108,4,psych-rock
91587,402FSzREJH9uDSrXgL2P6f,The Beach Boys,Christmas Classics,God Only Knows - Mono / 1997 Remastered,0,173040,False,0.524,0.487,-7.525,0.0299,0.253,0.0,0.0579,0.482,117.108,4,rock
91697,4NwFkBUg8ZTGfqZCYsXSCn,Rod Stewart;Michael Bublé,Jingle Bell Rock 2022,Winter Wonderland,0,143226,False,0.684,0.491,-7.655,0.0361,0.71,0.0,0.144,0.4,117.916,4,rock
33599,274YVxtYNbFJZJfwq4HWRg,The Ready Set,Holly Jolly Christmas,Wonderful Christmastime,0,244426,False,0.589,0.492,-6.404,0.0258,0.163,0.0,0.0786,0.526,96.016,4,emo
86779,3ryiXNcbrXzwq3T8uNV6Gp,The Ready Set,Christmas Music - Holiday Hits,Wonderful Christmastime,0,244426,False,0.589,0.492,-6.404,0.0258,0.163,0.0,0.0786,0.526,96.016,4,punk
19320,5LoTy8lGFkffsP1bjU1W9g,Kacey Musgraves;Leon Bridges,Christmas 2022,Present Without A Bow,0,230480,False,0.693,0.492,-6.962,0.0378,0.559,3.66e-06,0.0972,0.595,76.017,4,country
64534,6SVOQGXuoTQbAWqms1UBOg,Tony Bennett;Lady Gaga,Santa Claus Is Coming To Town,Winter Wonderland,0,149306,False,0.605,0.497,-6.676,0.0319,0.727,3.95e-05,0.102,0.72,126.014,4,jazz
64530,7bCbMckKLGY2ZPopMbWc2W,Tony Bennett;Lady Gaga,Holiday Tunes 2022,Winter Wonderland,0,149306,False,0.605,0.497,-6.676,0.0319,0.727,3.95e-05,0.102,0.72,126.014,4,jazz
64611,4FqK9ZI76A3ClDvJRbbW9c,Peggy Lee,Christmas Songs 2022,Happy Holiday,0,115506,False,0.369,0.499,-9.301,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,jazz
64634,0b3y0JuA98NQ2Z0WlC3hPW,Peggy Lee,Weihnachtslieder 2022,Happy Holiday,0,115506,False,0.369,0.499,-9.301,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,jazz
103827,78QUxAllrdMT2v0wKhlwHP,Peggy Lee,All I Want For Christmas Is You,Happy Holiday,0,115506,False,0.369,0.499,-9.301,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,soul
8062,4Ovn5T4LAEE8mfYtsmjLoA,Ella Fitzgerald,Christmas Dinner 2022,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
8055,1lJWopyBsnNY029HUETv0R,Ella Fitzgerald,Rock Christmas 2022 - The Very Best Of,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
8065,4fV4ENJPXONNMtGiujA2Hj,Ella Fitzgerald,Best Christmas Playlist Ever 2022,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
8124,3JibLpqNHuIMfOy3maUWse,Ella Fitzgerald,Pop Fun and Christmas Music 2022,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues
64176,7ckUEDVJ1woYh2NnaHxA8G,Ella Fitzgerald,Classic Christmas Music 2022,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz
64166,5lIAn4lM6KBYzpNttHWhAZ,Ella Fitzgerald,Weihnachten Playlist,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz
64161,5qI9gSVZRtAcbkw1Xzx0B9,Ella Fitzgerald,Christmas 2022,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz
64231,3GL5VxEIqjPf4BfQb3NV2C,Ella Fitzgerald,Weihnachtslieder 2022,Frosty The Snowman,0,131733,False,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783,4,jazz
64053,4Jfcedn6swtzrhq6wH09rQ,Louis Armstrong;The Commanders,Best Christmas Songs 2022 | For under the Mistletoe,Cool Yule,0,176699,False,0.568,0.505,-8.041,0.128,0.676,1.67e-05,0.516,0.692,149.439,4,jazz
19683,0CPo7vchHww5MWe13KhAuZ,Michael Ray,New Country Hits,Time Marches On (The Bootlegger Sessions),0,162533,False,0.84,0.507,-7.251,0.0304,0.29,0.0,0.241,0.703,117.947,4,country
91373,17OzwixEJc4MEjKjF2KSSu,Bryan Adams,World's Best Christmas Playlist,Merry Christmas,0,151387,False,0.683,0.511,-5.598,0.0279,0.406,0.000197,0.111,0.598,109.991,3,rock
99130,17OzwixEJc4MEjKjF2KSSu,Bryan Adams,World's Best Christmas Playlist,Merry Christmas,0,151387,False,0.683,0.511,-5.598,0.0279,0.406,0.000197,0.111,0.598,109.991,3,singer-songwriter
102137,1XTXpb4JcidFdrZtz7HlkQ,Bryan Adams,Christmas Songs 2022,Merry Christmas,0,151387,False,0.683,0.511,-5.598,0.0279,0.406,0.000197,0.111,0.598,109.991,3,songwriter
64123,7boMvoKAVwhb2SQOey89EI,Louis Armstrong;The Commanders,Christmas Playlist 2022,"'Zat You, Santa Claus? - Single Version",0,169092,False,0.683,0.514,-9.168,0.252,0.325,0.0,0.161,0.654,122.097,4,jazz
39432,47ZCnLYouAI0l1g0HJIrFp,Sarah Connor,Jingle Bell Rock 2022,Christmas In My Heart,0,288440,False,0.649,0.517,-5.227,0.0273,0.54,0.0,0.0601,0.185,119.968,4,german
39469,54oEOJSjmvxNN8NzgzDsJq,Sarah Connor,All I Want For Christmas Is You,Christmas In My Heart,0,288440,False,0.649,0.517,-5.227,0.0273,0.54,0.0,0.0601,0.185,119.968,4,german
31435,1TMnhMfuiMokXeBCqvpNmJ,Alessia Cara,Best Christmas Playlist Ever 2022,Make It To Christmas,0,211013,False,0.535,0.522,-7.87,0.0363,0.131,0.0,0.438,0.305,77.054,4,electro
31420,0zna3xsQS0L4mw2up6PEoV,Alessia Cara,Christmas 2022,Make It To Christmas,0,211013,False,0.535,0.522,-7.87,0.0363,0.131,0.0,0.438,0.305,77.054,4,electro
31439,1oCHw7qebbQshiMLm8AxE7,Alessia Cara,Christmas Best Hits 2022,Make It To Christmas,0,211013,False,0.535,0.522,-7.87,0.0363,0.131,0.0,0.438,0.305,77.054,4,electro
51418,4DmD47YgOMFzBZnehrmWj7,Jack Harlow;Drake,Midnight Music,Churchill Downs,0,309327,True,0.71,0.522,-9.102,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop
65173,5SMCxyEHdPJJf9VFwFYo4B,Jack Harlow;Drake,On Chill - Rap & RnB,Churchill Downs,0,309327,True,0.71,0.522,-9.102,0.36,0.615,0.0,0.11,0.37,96.448,4,k-pop
57138,6mnuDGSAq3FYQrn8KxNPsn,Glass Animals,Mega Hits Autumn/Fall 2022,Heat Waves,0,238805,False,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie
56092,6pWGHtczyTWCbbSp1lba5D,Glass Animals,Обратно в клас - pop,Heat Waves,0,238805,False,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,indie-pop
76078,3cgiI7Llryl95XQTAjlVSY,Michael Ball,JULMYS,Driving Home For Christmas,0,240693,False,0.569,0.526,-10.204,0.0285,0.709,0.00102,0.326,0.607,90.027,4,opera
98144,46yKGCvtPXuLq5JUvY8Rk7,Michael Ball,All I want For Christmas Is Music,Driving Home For Christmas,0,240693,False,0.569,0.526,-10.204,0.0285,0.709,0.00102,0.326,0.607,90.027,4,show-tunes
19472,3f87QI7MIu0VgijoiQmENv,Ingrid Andress;Sam Hunt,Single Saturday Night - Country Songs,Wishful Drinking,0,194544,False,0.678,0.528,-7.317,0.0551,0.289,0.0,0.0734,0.614,79.018,4,country
62240,5HCTDz7xlEpPN0hTW4mMGh,Jamie Cullum,Christmas Dinner 2022,It's Christmas,0,180626,False,0.534,0.533,-6.161,0.047,0.5,0.0,0.0875,0.478,136.854,4,j-pop
64584,5HCTDz7xlEpPN0hTW4mMGh,Jamie Cullum,Christmas Dinner 2022,It's Christmas,0,180626,False,0.534,0.533,-6.161,0.047,0.5,0.0,0.0875,0.478,136.854,4,jazz
106786,2qzUbGqtPUbCUa4qYwtJEx,Helen Sjöholm;Anna Stadling,GOD JUL,Julen kan hjälpa,0,180140,False,0.31,0.534,-8.14,0.0463,0.611,1.79e-05,0.486,0.261,92.694,4,swedish
37139,0GzrUg3QI5ljFHmyls1Uy2,Stevie Wonder,Christmas Faves 2022,Someday At Christmas,0,169293,False,0.325,0.536,-6.04,0.0323,0.614,0.0,0.251,0.218,101.483,4,funk
57234,2azALCaOh8XVnlk4eVCmbx,Stevie Wonder,pov: you bake cookies,Someday At Christmas,0,169293,False,0.325,0.536,-6.04,0.0323,0.614,0.0,0.251,0.218,101.483,4,indie
103128,0lilgvafSkWOEiTaXKBQew,Stevie Wonder,A Very 60s Christmas,Someday At Christmas,0,169293,False,0.325,0.536,-6.04,0.0323,0.614,0.0,0.251,0.218,101.483,4,soul
107196,3rLKyCGyEVHR5c5sD7cPay,Limahl,Loki- The Complete Fantasy Playlist,Never Ending Story,0,213120,False,0.752,0.538,-13.293,0.0315,0.0629,8.8e-05,0.0767,0.752,123.028,4,synth-pop
107186,0yFlXqJXhoahp4bwRqC17M,Limahl,Spirit Rangers The Ultimate Fantasy Playlist,Never Ending Story,0,213120,False,0.751,0.538,-13.318,0.0316,0.0639,0.000101,0.0767,0.753,123.028,4,synth-pop
3175,340BPA00CljfaZLOnRHmz2,GAYLE,Hit After Hit,abcdefu,0,168601,True,0.695,0.54,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,4,alternative
62067,6lmmKOEjpbMr7RfC78PJvR,Norah Jones,Christmas 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,-6.296,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,j-pop
62086,1Jw2m5Qdqk0EG94UjSrmmG,Norah Jones,Weihnachtslieder 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,-6.296,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,j-pop
64018,13Cl3XIn5yPJwbVilbRPNb,Norah Jones,Holiday Favorites 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,-6.296,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz
64080,6NKNayk2utB9a7Lv1x7Y1A,Norah Jones,Jingle Bell Rock 2022,Christmas Calling (Jolly Jones),0,200461,False,0.43,0.543,-6.296,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,jazz
3360,6fmqJtTa7PQlbus7JLG8TY,Bella Poarch,Pop Hits Now,Living Hell,0,174002,False,0.729,0.551,-6.935,0.056,0.598,0.0,0.176,0.312,124.044,4,alternative
19374,3bXofvvuyCMopFxgcnK1B0,Gabby Barrett,Good Times Country,The Good Ones,0,215140,False,0.519,0.552,-5.023,0.0259,0.18,0.0,0.149,0.331,89.957,4,country
84046,3RO0U62c7bMxszdLDd3NXi,The Beach Boys,Classic Christmas Music 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock
84089,00toEUNl6yPNBZdnIivdFk,The Beach Boys,Best Christmas Playlist Ever 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock
84030,25naGBZ4ZdgPVa54RH3ZfP,The Beach Boys,Christmas Eve At Home,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock
84039,6dt2cKnkL79xajOcCutBUn,The Beach Boys,Rock n Roll Christmas,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock
84031,7weuZfLzuEUsHq5jvpP3im,The Beach Boys,Weihnachtssongs,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,psych-rock
91577,2ZVN8uzgXLzwuCvOzMdn5W,The Beach Boys,"It's Christmas, Let's Dance",Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
91635,6V3YhAkCJYdfsAueGUgeCR,The Beach Boys,World's Best Christmas Playlist,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
91586,00toEUNl6yPNBZdnIivdFk,The Beach Boys,Best Christmas Playlist Ever 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
91572,4tL0U1zThI2buyH4gZZyjM,The Beach Boys,Christmas Best Hits 2022,Little Saint Nick - 1991 Remix,0,118840,False,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594,4,rock
25144,550FeVqX2mcfBgriJPJRzz,The Supremes,Best Christmas Songs 2022,My Favorite Things - Stereo,0,165586,False,0.236,0.555,-7.383,0.031,0.0392,0.0,0.213,0.325,80.718,3,disco
37495,550FeVqX2mcfBgriJPJRzz,The Supremes,Best Christmas Songs 2022,My Favorite Things - Stereo,0,165586,False,0.236,0.555,-7.383,0.031,0.0392,0.0,0.213,0.325,80.718,3,funk
103588,5lbbKWBKV65RjUGOI8C4fd,The Supremes,A Very 60s Christmas,My Favorite Things - Stereo,0,165586,False,0.236,0.555,-7.383,0.031,0.0392,0.0,0.213,0.325,80.718,3,soul
99223,7yCy7oPvNzFt8mUw3TVswk,Jax,Top Off Snap Hits,Victoria's Secret,0,176124,True,0.586,0.556,-7.639,0.0592,0.00655,0.0,0.0836,0.517,167.018,4,singer-songwriter
102224,1cp3GHAfA4LG6xf6SXOKkw,Jax,Pop Hits Now,Victoria's Secret,0,176124,True,0.586,0.556,-7.639,0.0592,0.00655,0.0,0.0836,0.517,167.018,4,songwriter
87129,7AOlhO09yFC6WvbPSj2qv1,Frankie Valli & The Four Seasons,Holly Jolly Christmas,I Saw Mommy Kissing Santa Claus,0,136306,False,0.629,0.56,-11.455,0.0523,0.595,0.0,0.182,0.88,118.895,3,r-n-b
90087,3cHu1UqgGTMPLiGrWDQHVC,Frankie Valli & The Four Seasons,Christmas Music - Holiday Hits,I Saw Mommy Kissing Santa Claus,0,136306,False,0.629,0.56,-11.455,0.0523,0.595,0.0,0.182,0.88,118.895,3,rock-n-roll
103689,1qi64DOjaB3BQDGZmNg3AG,Frankie Valli & The Four Seasons,Christmas Time,I Saw Mommy Kissing Santa Claus,0,136306,False,0.629,0.56,-11.455,0.0523,0.595,0.0,0.182,0.88,118.895,3,soul
51424,7fduswfw6pp8e1U4k5aF0R,Jack Harlow,2Step - Pop R'n'B,First Class,0,173947,True,0.905,0.563,-6.135,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
51420,1nYAl9wYboVclul2fkCiyr,Jack Harlow,Pop Brandneu,First Class,0,173947,True,0.905,0.563,-6.135,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop
65187,1jBIlZyCUOylXmEuLNvGCQ,Jack Harlow,Totally Rap,First Class,0,173947,True,0.905,0.563,-6.135,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop
65158,445XlOVyjyGvdrQfkQA1lg,Jack Harlow,All That Really Matters - Just Hits,First Class,0,173947,True,0.905,0.563,-6.135,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop
20468,13lcPEauPnz6ynDJIfHZAR,Burna Boy,Comme un lundi,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20476,1NdGOt0hJikfIy2OUkXdi2,Burna Boy,Totally Rap,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
20471,0hWBiQZZ7btfzKoMDUUHCH,Burna Boy,Internet Sensations,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dance
21009,40pz6QQ5xwbaCZX5gK8GcQ,Burna Boy,Hits Hits Hits,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dancehall
21012,2cFjQQ33h8NiQAKqpJGhgd,Burna Boy,20's R'n'B,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dancehall
21034,3RU4IbiteV8v6Haa7sDrOV,Burna Boy,Your Perfect Soundtrack,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,dancehall
51928,10k9teyEyRep55WEzxz5oc,Burna Boy,New Rap 20s,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop
51862,43CLNfvNyalChk97jKDiAD,Burna Boy,Evergreen,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop
51930,2ECokGI5VuABjcNb90be3p,Burna Boy,Summer Music Festival Hits,Last Last,0,172342,False,0.795,0.565,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,4,hip-hop
56743,0xRZoKxGqFGdxwbkawZH7W,Hayley Kiyoko,Refresh - Pop To Cool Down,sugar at the bottom,0,185995,False,0.866,0.565,-6.983,0.0583,0.455,0.000226,0.246,0.549,101.985,4,indie-pop
62947,5m0IZCKuQ1ea4wCnpWr0ne,Jack Jones,World's Best Christmas Playlist,Mistletoe And Holly,0,101826,False,0.451,0.566,-10.766,0.0382,0.697,0.0,0.119,0.847,98.439,1,j-pop
19279,0t02v0CVkIMWiCJ9vm937B,Kacey Musgraves,Weihnachten Musik,Feliz Navidad,0,201373,False,0.724,0.566,-5.117,0.0305,0.617,0.00023,0.234,0.873,131.174,4,country
19129,0fchsvPWZULjTtlp8I6ehS,Bailey Zimmerman,Single Saturday Night - Country Songs,Rock and a Hard Place,0,207540,False,0.582,0.568,-7.3,0.0275,0.577,0.0,0.105,0.394,121.991,3,country
92120,6WltSgEAIdgsJUwZOWI80S,Brenda Lee,60s Christmas Party,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,-5.956,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly
92060,5HrDA3N0ksfsqXamG0r4nR,Brenda Lee,All I want For Christmas Is Music,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,-5.956,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly
92082,127PZFbwkTh2DDG3OLETbb,Brenda Lee,pov: you rock around the christmas tree,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,-5.956,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly
92071,6QUUUfdM8ivwzTgnHTdzCz,Brenda Lee,Classic Christmas Music 2022,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,-5.956,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly
92085,7c0YADmyBIFYFRkwR0WWa8,Brenda Lee,Weihnachtspop 2022,Rockin' Around The Christmas Tree,0,123453,False,0.631,0.569,-5.956,0.0438,0.728,0.0,0.27,0.874,71.078,4,rockabilly
99530,0OMN3x29KaBjSZdAv8qp3f,Sara Kays,Pop n' Fresh,Watching TV,0,160677,False,0.581,0.571,-6.924,0.0738,0.587,0.0,0.139,0.456,117.965,4,singer-songwriter
102532,6ZtGz37trOaizvitAyHa5s,Sara Kays,u don't deserve me,Watching TV,0,160677,False,0.581,0.571,-6.924,0.0738,0.587,0.0,0.139,0.456,117.965,4,songwriter
19061,1reKcluTdLC5sHyUi49XOV,Dan + Shay,Burn Burn Burn - Hot Country Hits,You,0,196253,False,0.544,0.572,-6.205,0.0319,0.118,0.0,0.234,0.52,169.885,4,country
99487,2N5EAwQN2LTGzkzre4IUga,Amy Macdonald,Weihnachtspop 2022,This Christmas Day,0,218798,False,0.248,0.572,-6.827,0.0429,0.278,0.0,0.139,0.228,205.458,3,singer-songwriter
102488,0xAq1IF0WA9321vHUUP4yG,Amy Macdonald,Holidays Are Coming,This Christmas Day,0,218798,False,0.248,0.572,-6.827,0.0429,0.278,0.0,0.139,0.228,205.458,3,songwriter
67086,56FjTokFXI8OJIkVeP7yGA,Feid,Clásicos de ahora: Perreo,Feliz Cumpleaños Ferxxo,0,155960,False,0.865,0.573,-5.501,0.0678,0.0863,0.0,0.305,0.563,94.999,4,latin
68040,5h3PtoxLaZW2d9wKi46pQX,Feid,El perreo es el futuro,Feliz Cumpleaños Ferxxo,0,155960,False,0.865,0.573,-5.501,0.0678,0.0863,0.0,0.305,0.563,94.999,4,latino
81643,56FjTokFXI8OJIkVeP7yGA,Feid,Clásicos de ahora: Perreo,Feliz Cumpleaños Ferxxo,0,155960,False,0.865,0.573,-5.501,0.0678,0.0863,0.0,0.305,0.563,94.999,4,pop
31373,3XcV8CIZVzH2b5hiche9d6,Bazzi,New Pop Classics,Heaven,0,153391,False,0.798,0.575,-5.515,0.035,0.14,3.62e-06,0.056,0.683,114.986,4,electro
91331,4dxQJF9j2qXqZsJdW4Lg5y,Bryan Adams,Christmas Playlist 2022,Christmas Time,0,243057,False,0.503,0.582,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
91333,6je1dnckDvoE04VJtC5zww,Bryan Adams,Weihnachtslieder 2022,Christmas Time,0,243057,False,0.503,0.582,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321,4,rock
99129,7cWD565NKIelWEJg9HcRd5,Bryan Adams,Jingle Bell Rock 2022,Christmas Time,0,243057,False,0.503,0.582,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321,4,singer-songwriter
99094,6Zmrewk5OEQNZxlkFpvTi3,Bryan Adams,All I Want For Christmas Is You,Christmas Time,0,243057,False,0.503,0.582,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321,4,singer-songwriter
102136,13H3jef8bfXNHUab8NOem3,Bryan Adams,All I want For Christmas Is Music,Christmas Time,0,243057,False,0.503,0.582,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321,4,songwriter
102092,7gyzXunQxTRapIBtkIoG7K,Bryan Adams,Pop Christmas 2022,Christmas Time,0,243057,False,0.503,0.582,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321,4,songwriter
76019,7BJJeYemxKUPKICj8xcQfo,Il Volo,Weihnachtslieder 2022,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,-5.527,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
91176,6sip08gdiY8zQZJojfhJkQ,Panic! At The Disco,This Is Why - This Is Rock,Don't Let the Light Go Out,0,229517,False,0.492,0.59,-4.032,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,rock
20277,0GDAt9fPbs9tPqg2n4ne5u,Charlie Puth;Jung Kook,New Arrivals,Left and Right,0,154486,False,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance
31176,50etdpjrySctCaS4yw0a72,Melanie Martinez,Baddest of Them All,Pacify Her,0,220013,False,0.576,0.593,-6.024,0.0305,0.0459,0.000834,0.237,0.366,157.993,4,electro
20630,0mGt87s5MXXrDFPWhNdf7r,Ava Max,Merry Christmas,Christmas Without You,0,169245,False,0.654,0.596,-4.68,0.0458,0.424,0.0,0.11,0.382,118.078,4,dance
19280,0fI5GUO2rDHujmgu6JpUgQ,Kacey Musgraves;Camila Cabello,Christmas 2022,Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show,0,124240,False,0.745,0.598,-6.053,0.0975,0.129,0.0,0.678,0.789,148.906,4,country
20119,7mDdR7ynAJuMdkr49AlF1W,Bruno Mars;Anderson .Paak;Silk Sonic,Trending Pop,Skate,0,203122,False,0.708,0.598,-8.365,0.0291,0.037,0.0,0.17,0.698,112.027,4,dance
20669,2puCdLnS6sKRdbEabw4bjP,Wiz Khalifa,Ghetto Superstar - New Rap Classics,Bad Ass Bitches,0,118466,True,0.904,0.601,-5.561,0.198,0.0305,0.0,0.615,0.761,87.037,4,dance
51587,0pp7ZaS8BM0t3iB3DzioJ0,Wiz Khalifa,Walk - Fresh Rap Flow,Bad Ass Bitches,0,118466,True,0.904,0.601,-5.561,0.198,0.0305,0.0,0.615,0.761,87.037,4,hip-hop
31237,2W8Y6xiyEnDsz4zABKAxQf,Alec Benjamin,Hit After Hit,Devil Doesn't Bargain,0,163613,False,0.448,0.606,-4.565,0.0609,0.577,0.0,0.217,0.483,121.15,4,electro
67204,3J5Nfej0N8j9h8n1uKCsBb,Jhayco;Bad Bunny,FELIZ CUMPLEAÑOS,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,-8.871,0.0872,0.0946,0.0,0.119,0.304,92.988,4,latin
68206,3J5Nfej0N8j9h8n1uKCsBb,Jhayco;Bad Bunny,FELIZ CUMPLEAÑOS,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,-8.871,0.0872,0.0946,0.0,0.119,0.304,92.988,4,latino
88272,39xU2D7t9LWs9EueUtC48K,Jhayco;Bad Bunny,Última Misión Reggaeton,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,-8.871,0.0872,0.0946,0.0,0.119,0.304,92.988,4,reggae
89265,39xU2D7t9LWs9EueUtC48K,Jhayco;Bad Bunny,Última Misión Reggaeton,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,-8.871,0.0872,0.0946,0.0,0.119,0.304,92.988,4,reggaeton
67736,4DfK4XJBCKH4xYCXZHq6U8,Mariah Angeliq,Perreo en Halloween,Perreito,0,123680,True,0.737,0.607,-3.599,0.0835,0.194,0.11,0.132,0.528,179.957,4,latin
68491,7CGSpFqCWZmxDREv3FqPnr,Mariah Angeliq,Halloween 2022 Perreo Vol. 1,Perreito,0,123680,True,0.737,0.607,-3.599,0.0835,0.194,0.11,0.132,0.528,179.957,4,latino
20217,2Mugx1GjnOuyzbp0sYE4yr,Katy Perry,Jingle Bell Rock 2022,Cozy Little Christmas,0,182520,False,0.775,0.608,-6.264,0.128,0.128,0.0,0.0895,0.56,137.494,4,dance
20240,2tQpDh9AC2IhLDwjWxqAWA,Katy Perry,Santa Claus Is Coming To Town,Cozy Little Christmas,0,182520,False,0.775,0.608,-6.264,0.128,0.128,0.0,0.0895,0.56,137.494,4,dance
20234,1pu8zYG4DAMAQhPblADRKO,Katy Perry,pov: you are walking in a winter wonderland,Cozy Little Christmas,0,182520,False,0.775,0.608,-6.264,0.128,0.128,0.0,0.0895,0.56,137.494,4,dance
